Fecha	PAH
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	18.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	8.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	14.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	7.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	7.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	15.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	13.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	4.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	13.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	12.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	10.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	7.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	14.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	8.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	7.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	8.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	12.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	10.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	12.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	11.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	5.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	4.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	13.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	10.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	14.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	8.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	19.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	4.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	14.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	10.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	1.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	3.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	3.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	2.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	11.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	14.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	8.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	12.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	14.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	1.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	12.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	6.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	19.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	5.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	9.00
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.35E+05	             NaN
1.36E+05	2.00
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	10.00
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
1.36E+05	             NaN
